"5789","42","Olive Point","olive-point","0","0","1","25.019208","55.201067"
"5791","5790","Al Jafiliya","al-jafiliya","0","0","1","25.239180","55.285010"
"5796","5795","Emirates Golf Club Residences","emirates-golf-club-residences","0","0","1","",""
"5804","48","Grand Belle Vue Hotel Apartment","grand-belle-vue-hotel-apartment-2","0","0","1","",""
"5809","1","Pearl Jumeirah","pearl-jumeirah","0","1","0","25.245105","55.257685"
"5811","3574","Nation Tower A","nation-tower-a","0","0","1","24.464261","54.327422"
"5816","5814","Dubai Industrial City","dubai-industrial-city","0","0","1","24.853611","55.064722"
"5823","16","Canal Cove Frond F","canal-cove-frond-f","0","0","1","25.112471","55.138963"
"5828","16","Canal Cove Frond K","canal-cove-frond-k","0","0","1","25.121166","55.128483"
"5830","16","Canal Cove Frond M","canal-cove-frond-m","0","0","1","25.119275","55.131072"
"5835","16","Garden Homes Frond B","garden-homes-frond-b","0","0","1","25.121956","55.141080"
"5842","16","Garden Homes Frond I","garden-homes-frond-i","0","0","1","25.112471","55.138963"
"5847","16","Garden Homes Frond N","garden-homes-frond-n","0","0","1","25.112471","55.138963"
"5854","16","Signature Villas Frond E","signature-villas-frond-e","0","0","1","25.124282","55.131548"
"5859","16","Signature Villas Frond J","signature-villas-frond-j","0","0","1","25.112471","55.138963"
"5861","16","Signature Villas Frond L","signature-villas-frond-l","0","0","1","25.119381","55.127037"
"5866","28","Park Place Tower","park-place-tower","0","0","1","25.224676","55.282821"
"5873","53","Lootah Development","lootah-development","0","0","1","25.060198","55.209351"
"5878","28","Emirates Grand Hotel","emirates-grand-hotel","0","0","1","25.209746","55.275457"
"5885","24","Burj Views Podium","burj-views-podium","0","0","1","25.189845","55.281332"
"5892","15","Tfg Marina Hotel","tfg-marina-hotel","0","0","1","25.099388","55.177033"
"5897","68","World Trade Centre Residence C","world-trade-centre-residence-c","0","0","1","",""
"5900","4916","Cluster C","cluster-c","0","0","1","",""
"5905","5904","Millennium Estates","millennium-estates","0","0","1","25.145812","55.287702"
"5912","5911","Dubai Maritime City","dubai-maritime-city","0","0","1","25.266645","55.265908"
"5917","53","District 5","district-5","0","0","1","25.050368","55.192180"
"5924","53","District 12","district-12","0","0","1","25.055000","55.215556"
"5929","53","District 17","district-17","0","0","1","25.060198","55.209351"
"5931","53","District 19","district-19","0","0","1","25.060470","55.209342"
"5936","53","District 24","district-24","0","0","1","25.060198","55.209351"
"5943","3575","Al Murjan Tower","al-murjan-tower","0","0","1","24.431255","54.437548"
"5948","20","Al Thanyah 3","al-thanyah-3","0","0","1","25.094773","55.171764"
"5950","43","European","european","0","0","1","25.037613","55.221558"
"5955","17","Heritage Building","heritage-building","0","0","1","25.114957","55.203993"
"5962","15","Escan Tower","escan-tower","0","0","1","25.067780","55.132626"
"5967","17","Api Business Suites","api-business-suites","0","0","1","25.107334","55.181879"
"5974","4934","Pearl Island","pearl-island","0","0","1","25.236518","55.178554"
"5979","1","Nad Al Hamar","nad-al-hamar","0","1","0","25.186634","55.371232"
"5981","1","Al Barari","al-barari","0","1","0","25.099422","55.312967"
"5986","1","Nad Al Sheba","nad-al-sheba","0","1","0","25.143546","55.347533"
"5993","5992","Al Nasr Street","al-nasr-street","0","0","1","24.483180","54.353895"
"5998","13","Business Central","business-central","0","0","1","25.183165","55.272887"
"6004","1","Reem","reem","0","1","0","25.004728","55.302673"
"6016","3582","Hydra Village","hydra-village","0","0","1","24.493941","54.412819"
"6023","18","Au Tower","au-tower","0","0","1","25.208542","55.302893"
"6028","74","Ibn Sina Building","ibn-sina-building","0","0","1","25.204849","55.270783"
"6030","82","Avenue Residence","avenue-residence","0","0","1","25.025167","55.145861"
"6035","6032","Brookfield 2","brookfield-2","0","0","1","",""
"6042","55","Silicon Avenue","silicon-avenue","0","0","1","25.115307","55.387863"
"6047","6","Al Qusaidat","al-qusaidat","0","1","0","25.760059","55.976239"
"6054","44","Eta Star House","eta-star-house","0","0","1","25.278847","55.331178"
"6059","13","La Residence","la-residence","0","0","1","25.109252","55.193765"
"6061","24","Upper Crest","upper-crest","0","0","1","25.204849","55.270783"
"6066","1","Al Rashidiya","al-rashidiya","0","1","0","25.227460","55.391440"
"6073","55","Sp Oasis","sp-oasis","0","0","1","25.114542","55.388642"
"6078","48","Tameem House","tameem-house","0","0","1","25.099444","55.177352"
"6080","5911","Jumeirah Waterfront","jumeirah-waterfront","0","0","1","25.269791","55.263215"
"6085","6032","Whitefield","whitefield","0","0","1","",""
"6092","6032","Golf Terrace","golf-terrace","0","0","1","25.043389","55.208884"
"6100","6032","Brookfield 3","brookfield-3","0","0","1","",""
"6105","15","Marinascape Avant  ","marinascape-avant","0","0","1","25.083040","55.146960"
"6112","40","Regional Small","regional-small","0","0","1","25.043598","55.154785"
"6117","13","Plaza Boutique","plaza-boutique","0","0","1","25.183165","55.272887"
"6129","43","Rufi Golf Greens","rufi-golf-greens","0","0","1","25.033011","55.223501"
"6150","40","Legacy Nova","legacy-nova","0","0","1","25.046474","55.156902"
"6162","15","Oasis Beach Tower","oasis-beach-tower","0","0","1","25.079663","55.136390"
"6174","74","Building 49","building-49","0","0","1","25.233749","55.325376"
"6186","17","Zumurud Bldg","zumurud-bldg","0","0","1","25.095821","55.195649"
"6198","12","Rosa","rosa","0","0","1","25.053646","55.270829"
"6201","15","Al Shebani Residence","al-shebani-residence","0","0","1","25.082179","55.144057"
"6213","5904","Grand Views","grand-views","0","0","1","25.158990","55.294028"
"6225","43","The Arena","the-arena","0","0","1","25.037674","55.220151"
"6237","47","New Bridge Hills 2","new-bridge-hills-2","0","0","1","25.047673","55.248796"
"6249","48","Shaiba Tower 1","shaiba-tower-1","0","0","1","25.097300","55.170900"
"6270","6264","Mandarin Tower","mandarin-tower","0","0","1","25.405217","55.513643"
"6282","6036","C1 Tower","c1-tower","0","0","1","25.078933","55.157676"
"6294","6036","Vida Residence","vida-residence","0","0","1","25.078991","55.157536"
"6321","3560","Marina Square Building 14","marina-square-building-14","0","0","1","24.489636","54.394551"
"6333","5","Amwaj Resort","amwaj-resort","0","1","0","25.602367","55.579462"
"6345","33","Majan Madison Residences","majan-madison-residences","0","0","1","25.093731","55.317632"
"6357","44","Centurion Star Tower","centurion-star-tower","0","0","1","25.278847","55.332042"
"6369","16","Anantara South Residence","anantara-south-residence","0","0","1","25.129130","55.152902"
"6390","33","Al Rabia","al-rabia","0","0","1","",""
"6408","24","Boulevard Point","boulevard-point","0","0","1","25.193310","55.280919"
"6441","12","Rasha Villas","rasha-villas","0","0","1","25.052123","55.267405"
"6453","6032","Trinity","trinity","0","0","1","",""
"6465","24","Fountain Views 2","fountain-views-2","0","0","1","25.194053","55.282018"
"6477","3593","St Regis","st-regis","0","0","1","24.538525","54.424734"
"6489","12","Yasmin","yasmin","0","0","1","25.052368","55.267360"
"6504","1822","VIP Villa","vip-villa","0","0","1","25.419039","55.591591"
"6516","15","Al Fattan Marine Plaza","al-fattan-marine-plaza","0","0","1","25.079689","55.136437"
"6528","3573","Etihad Towers","etihad-towers","0","0","1","24.458869","54.321833"
"6561","28","Al Rostamani Tower B","al-rostamani-tower-b","0","0","1","25.215054","55.276748"
"6573","1","Al Mizhar","al-mizhar","0","1","0","25.249158","55.452699"
"6585","6264","Almond Tower","almond-tower","0","0","1","25.405217","55.513643"
"6597","53","Park Corner","park-corner","0","0","1","25.050558","55.208547"
"6600","14","Ibn Battuta Gate","ibn-battuta-gate","0","0","1","25.041756","55.115911"
"6612","13","Al Shafar Building","al-shafar-building","0","0","1","25.193765","55.290064"
"6624","6032","Rochester","rochester","0","0","1","",""
"6636","6032","Orchid B","orchid-b","0","0","1","",""
"6648","33","Akoya Park","akoya-park","0","0","1","25.028126","55.252091"
"6681","24","Boulevard Crescent 1","boulevard-crescent-1","0","0","1","25.191487","55.270889"
"6693","55","Executive Villa","executive-villa","0","0","1","25.126597","55.395373"
"6720","13","Bay Square Building 7","bay-square-building-7","0","0","1","25.185148","55.279963"
"6732","13","Bay Square Building 11","bay-square-building-11","0","0","1","25.185226","55.281485"
"6744","6132","Dubai Hills Estate","dubai-hills-estate","0","0","1","25.204849","55.270783"
"6756","6753","Al Manzel","al-manzel","0","0","1","25.237718","55.304650"
"6768","3","Al Falaj","al-falaj","0","1","0","25.357842","55.433707"
"6799","53","Villa Pera","villa-pera","0","0","1","25.057021","55.198889"
"6802","13","West Heights","west-heights","0","0","1","25.190920","55.263557"
"6814","1795","Asas Tower","asas-tower","0","0","1","25.317843","55.374870"
"6826","5981","The Reserve","the-reserve","0","0","1","",""
"6838","6032","Golf Promenade","golf-promenade","0","0","1","",""
"6871","53","Mirabella 2","mirabella-2","0","0","1","25.064195","55.211465"
"6883","53","Mirabella 6","mirabella-6","0","0","1","25.065058","55.213795"
"6895","17","Al Sayegh Building","al-sayegh-building","0","0","1","25.111315","55.195460"
"6910","6119","Al Khail Heights Building 1B","al-khail-heights-building-1b","0","0","1","25.110946","55.240638"
"6922","13","Prive","prive","0","0","1","25.199930","55.269087"
"6934","5814","Food And Beverage Zone","food-and-beverage-zone","0","0","1","25.204849","55.270783"
"6946","5814","Mineral Products Zone","mineral-products-zone","0","0","1","25.204849","55.270783"
"6958","13","Allure Company","allure-company","0","0","1","25.177984","55.273701"
"6991","1484","Mangrove Village","mangrove-village","0","0","1","24.391300","54.495100"
